Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios
Aguascalientes,2022-09-01,2022,9,24.82,72.87,65.06,11.16,15.01,0.03182,0.01834,0.00931,0.287,1425607,253.76,11.5,2768
Baja California,2022-09-01,2022,9,22.2,79.79,64.69,13.47,18.37,0.03568,0.01859,0.01092,0.438,3769020,52.75,10.2,7550
Baja California Sur,2022-09-01,2022,9,27.07,21.76,70.04,8.61,20.0,0.03735,0.00869,0.00679,0.276,798447,10.8,9.8,1372
Campeche,2022-09-01,2022,9,30.74,152.79,71.59,6.3,5.27,0.03797,0.00546,0.00532,0.159,928363,16.03,12.0,1596
Chiapas,2022-09-01,2022,9,27.86,170.0,65.8,6.78,11.24,0.03806,0.00756,0.00508,0.133,5543828,75.64,14.5,10449
Chihuahua,2022-09-01,2022,9,21.83,20.29,44.3,11.47,24.4,0.0321,0.01371,0.00869,0.455,3741869,15.12,11.8,8170
Coahuila,2022-09-01,2022,9,,,50.99,,,0.03665,0.02436,0.01265,0.637,3146771,20.76,11.0,6343
Colima,2022-09-01,2022,9,27.05,89.04,66.51,11.54,26.07,0.03985,0.01533,0.00801,0.458,731391,130.03,12.5,1345
CDMX,2022-09-01,2022,9,23.95,89.18,63.84,16.84,34.25,0.03608,0.02438,0.0131,0.509,9209944,6160.5,14.2,23216
Durango,2022-09-01,2022,9,23.1,76.08,58.51,5.29,13.42,0.03921,0.00674,0.00477,0.355,1832650,14.86,12.0,3214
Guanajuato,2022-09-01,2022,9,24.16,69.07,72.74,11.51,17.22,0.03458,0.01777,0.00961,0.334,6166934,201.49,12.2,13426
Guerrero,2022-09-01,2022,9,31.54,77.7,64.43,14.41,23.98,0.03907,0.02218,0.01125,0.439,3540685,55.67,13.8,7223
Hidalgo,2022-09-01,2022,9,24.05,84.39,55.04,13.35,23.67,0.03272,0.017,0.01169,0.595,3082841,148.12,13.0,6666
Jalisco,2022-09-01,2022,9,23.12,73.31,63.56,18.77,34.49,0.03968,0.0256,0.01366,0.65,8348151,106.23,12.4,20526
Edomex,2022-09-01,2022,9,19.51,67.87,65.4,22.24,43.05,0.03635,0.0289,0.0186,0.687,16992418,760.05,11.9,50978
Michoacán,2022-09-01,2022,9,23.63,88.13,63.47,11.14,12.21,0.03916,0.01231,0.00887,0.421,4748846,81.04,13.2,9590
Morelos,2022-09-01,2022,9,26.74,70.9,57.18,9.15,13.62,0.03686,0.01039,0.00791,0.357,1971520,404.08,13.5,3831
Nayarit,2022-09-01,2022,9,,,62.87,,,0.03446,0.00811,0.00598,0.252,1235456,44.42,12.8,2116
Nuevo León,2022-09-01,2022,9,22.58,62.25,66.58,14.95,37.43,0.03911,0.02632,0.00918,0.645,5784442,90.16,10.8,13261
Oaxaca,2022-09-01,2022,9,23.06,86.98,62.37,13.39,32.46,0.03611,0.01615,0.01131,0.494,4132148,44.07,14.8,9370
Puebla,2022-09-01,2022,9,23.25,55.02,61.45,19.36,36.4,0.03171,0.02739,0.01453,0.795,6583278,191.9,12.6,16162
Querétaro,2022-09-01,2022,9,24.64,91.0,68.3,13.7,26.64,0.03015,0.01824,0.0105,0.214,2368467,202.71,11.2,4965
Quintana Roo,2022-09-01,2022,9,27.61,66.49,73.9,4.69,5.11,0.03173,0.00766,0.00379,0.1,1857985,41.56,9.5,2691
San Luis Potosí,2022-09-01,2022,9,24.38,91.36,63.36,8.54,10.61,0.03601,0.01104,0.008,0.432,2822255,46.16,12.5,5437
Sinaloa,2022-09-01,2022,9,28.14,71.97,73.27,7.91,22.18,0.03126,0.01688,0.00444,0.222,3026943,52.77,12.0,4926
Sonora,2022-09-01,2022,9,29.65,16.2,38.99,5.74,10.04,0.03054,0.00899,0.00559,0.157,2944840,16.42,11.2,4446
Tabasco,2022-09-01,2022,9,29.8,177.23,80.9,2.57,5.0,0.03742,0.00284,0.00285,0.1,2402598,97.15,12.5,3271
Tamaulipas,2022-09-01,2022,9,26.77,62.41,67.48,9.39,13.62,0.03264,0.01407,0.00596,0.293,3527735,44.0,11.5,5712
Tlaxcala,2022-09-01,2022,9,19.75,55.11,69.35,14.36,30.79,0.03065,0.01637,0.01017,0.564,1342977,336.5,12.2,3842
Veracruz,2022-09-01,2022,9,23.63,145.51,78.99,11.6,22.61,0.03944,0.01736,0.00795,0.41,8062579,112.26,13.5,17041
Yucatán,2022-09-01,2022,9,30.66,87.03,76.62,8.42,5.0,0.03117,0.00772,0.00531,0.324,2320898,58.72,12.5,3644
Zacatecas,2022-09-01,2022,9,22.35,85.2,67.47,9.9,16.83,0.03709,0.01585,0.00784,0.491,1622138,21.55,12.8,3492
Aguascalientes,2022-10-01,2022,10,17.87,34.28,61.47,15.67,30.41,0.02837,0.02441,0.01436,0.735,1425607,253.76,11.5,3975
Baja California,2022-10-01,2022,10,18.97,67.6,54.1,22.0,43.91,0.03183,0.03324,0.01832,0.794,3769020,52.75,10.2,11140
Baja California Sur,2022-10-01,2022,10,20.04,16.38,62.28,12.79,22.66,0.0309,0.02029,0.01104,0.479,798447,10.8,9.8,1839
Campeche,2022-10-01,2022,10,25.2,84.61,54.97,11.41,17.25,0.02961,0.01804,0.00874,0.546,928363,16.03,12.0,1624
Chiapas,2022-10-01,2022,10,26.6,95.26,54.58,14.56,24.0,0.02285,0.02193,0.01179,0.779,5543828,75.64,14.5,10820
Chihuahua,2022-10-01,2022,10,17.05,17.35,29.7,12.95,18.66,0.02685,0.01716,0.01095,0.557,3741869,15.12,11.8,9357
Coahuila,2022-10-01,2022,10,22.12,53.02,29.2,18.82,39.55,0.02752,0.02743,0.01546,0.896,3146771,20.76,11.0,7396
Colima,2022-10-01,2022,10,23.84,48.4,46.94,7.67,17.89,0.02273,0.01113,0.00502,0.402,731391,130.03,12.5,1372
CDMX,2022-10-01,2022,10,15.61,47.53,56.5,26.75,39.34,0.03029,0.04039,0.02162,1.031,9209944,6160.5,14.2,34468
Durango,2022-10-01,2022,10,16.53,65.36,56.05,10.1,18.45,0.0317,0.01736,0.00805,0.433,1832650,14.86,12.0,4616
Guanajuato,2022-10-01,2022,10,16.77,37.01,47.06,19.59,29.92,0.02493,0.02938,0.01545,0.658,6166934,201.49,12.2,18035
Guerrero,2022-10-01,2022,10,23.65,65.61,54.19,8.61,17.35,0.02297,0.00979,0.00712,0.24,3540685,55.67,13.8,6787
Hidalgo,2022-10-01,2022,10,17.66,33.12,65.07,18.65,34.23,0.02331,0.02835,0.01586,0.808,3082841,148.12,13.0,9732
Jalisco,2022-10-01,2022,10,19.94,30.84,56.26,19.33,32.08,0.02864,0.0251,0.01546,0.922,8348151,106.23,12.4,24674
Edomex,2022-10-01,2022,10,15.84,54.12,53.16,19.06,33.05,0.02988,0.02819,0.01556,0.817,16992418,760.05,11.9,50806
Michoacán,2022-10-01,2022,10,20.26,45.37,46.74,15.55,30.7,0.02839,0.02376,0.01232,0.641,4748846,81.04,13.2,12153
Morelos,2022-10-01,2022,10,,,56.55,,,0.02272,0.02663,0.01155,0.798,1971520,404.08,13.5,4840
Nayarit,2022-10-01,2022,10,25.14,62.64,60.03,8.35,11.36,0.02681,0.01053,0.00725,0.239,1235456,44.42,12.8,2395
Nuevo León,2022-10-01,2022,10,23.43,67.64,61.67,23.77,46.07,0.03155,0.03327,0.02002,0.989,5784442,90.16,10.8,15036
Oaxaca,2022-10-01,2022,10,24.03,64.71,51.97,9.8,8.69,0.0236,0.01568,0.00751,0.523,4132148,44.07,14.8,7462
Puebla,2022-10-01,2022,10,18.85,37.31,58.31,16.28,20.1,0.02615,0.02652,0.01297,0.768,6583278,191.9,12.6,16822
Querétaro,2022-10-01,2022,10,19.85,48.26,51.41,15.02,24.32,0.02652,0.02216,0.01212,0.728,2368467,202.71,11.2,6111
Quintana Roo,2022-10-01,2022,10,28.26,37.13,73.6,10.6,19.71,0.02861,0.01881,0.00916,0.548,1857985,41.56,9.5,2966
San Luis Potosí,2022-10-01,2022,10,20.61,48.24,57.15,15.51,29.45,0.03142,0.0231,0.01309,0.508,2822255,46.16,12.5,7400
Sinaloa,2022-10-01,2022,10,23.45,59.72,45.41,15.91,28.67,0.02995,0.02395,0.01258,0.482,3026943,52.77,12.0,6045
Sonora,2022-10-01,2022,10,22.74,16.36,41.56,13.09,32.38,0.03005,0.0194,0.00966,0.726,2944840,16.42,11.2,6476
Tabasco,2022-10-01,2022,10,25.87,93.42,64.14,9.17,25.99,0.02768,0.0166,0.00783,0.379,2402598,97.15,12.5,4493
Tamaulipas,2022-10-01,2022,10,25.77,43.1,58.54,9.93,15.48,0.03229,0.01525,0.00795,0.245,3527735,44.0,11.5,6176
Tlaxcala,2022-10-01,2022,10,14.81,66.19,55.05,17.94,36.34,0.0286,0.02872,0.01363,0.754,1342977,336.5,12.2,4209
Veracruz,2022-10-01,2022,10,21.4,100.15,71.99,15.2,31.06,0.02251,0.01962,0.01219,0.487,8062579,112.26,13.5,20661
Yucatán,2022-10-01,2022,10,26.83,39.62,69.15,14.81,27.02,0.02577,0.02144,0.01202,0.621,2320898,58.72,12.5,4710
Zacatecas,2022-10-01,2022,10,14.59,59.84,46.62,10.19,14.39,0.02369,0.01955,0.00631,0.332,1622138,21.55,12.8,4606
Aguascalientes,2022-11-01,2022,11,12.45,28.17,41.47,18.15,36.07,0.0178,0.02864,0.01423,0.824,1425607,253.76,11.5,4506
Baja California,2022-11-01,2022,11,17.21,37.18,46.77,21.95,41.77,0.01917,0.03721,0.01877,0.962,3769020,52.75,10.2,10502
Baja California Sur,2022-11-01,2022,11,20.1,5.92,36.47,5.85,9.77,0.0198,0.01185,0.0056,0.214,798447,10.8,9.8,1576
Campeche,2022-11-01,2022,11,24.57,38.18,44.2,11.1,17.95,0.02174,0.01905,0.0096,0.555,928363,16.03,12.0,1746
Chiapas,2022-11-01,2022,11,22.38,23.03,44.1,16.99,35.11,0.02698,0.02687,0.01561,0.577,5543828,75.64,14.5,14354
Chihuahua,2022-11-01,2022,11,9.26,4.1,21.25,15.42,28.3,0.02614,0.02382,0.01211,0.687,3741869,15.12,11.8,11913
Coahuila,2022-11-01,2022,11,16.42,29.24,33.99,19.73,30.56,0.02527,0.03123,0.01633,0.833,3146771,20.76,11.0,8678
Colima,2022-11-01,2022,11,21.05,26.01,44.43,14.77,22.36,0.01729,0.02187,0.01261,0.611,731391,130.03,12.5,1764
CDMX,2022-11-01,2022,11,,,52.95,,,0.01946,0.04912,0.02571,1.475,9209944,6160.5,14.2,37986
Durango,2022-11-01,2022,11,11.95,46.97,47.22,16.43,33.72,0.02684,0.02779,0.014,0.762,1832650,14.86,12.0,5849
Guanajuato,2022-11-01,2022,11,10.81,25.55,52.72,23.74,41.82,0.0206,0.03318,0.01991,1.171,6166934,201.49,12.2,22804
Guerrero,2022-11-01,2022,11,22.96,18.09,43.5,12.44,18.8,0.01963,0.0214,0.01058,0.621,3540685,55.67,13.8,7706
Hidalgo,2022-11-01,2022,11,11.65,24.06,49.39,20.25,34.17,0.02606,0.03294,0.01698,0.864,3082841,148.12,13.0,10785
Jalisco,2022-11-01,2022,11,20.18,44.09,45.93,23.41,57.88,0.01992,0.04059,0.01902,0.954,8348151,106.23,12.4,24415
Edomex,2022-11-01,2022,11,8.93,26.1,40.46,26.36,58.05,0.01844,0.04531,0.02216,1.261,16992418,760.05,11.9,66465
Michoacán,2022-11-01,2022,11,19.79,13.52,47.81,17.79,34.89,0.02548,0.03101,0.01407,0.769,4748846,81.04,13.2,13348
Morelos,2022-11-01,2022,11,20.37,11.24,39.26,20.0,30.73,0.01799,0.03528,0.01725,0.888,1971520,404.08,13.5,5495
Nayarit,2022-11-01,2022,11,21.37,24.03,47.06,17.55,33.96,0.01731,0.03055,0.0132,0.93,1235456,44.42,12.8,2981
Nuevo León,2022-11-01,2022,11,17.54,13.34,48.48,23.77,53.37,0.0187,0.03681,0.0189,1.105,5784442,90.16,10.8,17099
Oaxaca,2022-11-01,2022,11,19.51,40.55,52.45,13.71,19.46,0.0231,0.025,0.01259,0.716,4132148,44.07,14.8,10870
Puebla,2022-11-01,2022,11,11.84,36.49,42.09,21.39,48.38,0.02569,0.03386,0.01816,1.078,6583278,191.9,12.6,23922
Querétaro,2022-11-01,2022,11,12.48,33.65,46.58,21.49,34.71,0.01941,0.03316,0.01908,1.021,2368467,202.71,11.2,7654
Quintana Roo,2022-11-01,2022,11,24.63,21.64,57.05,11.15,21.03,0.01775,0.01495,0.00838,0.47,1857985,41.56,9.5,3630
San Luis Potosí,2022-11-01,2022,11,19.08,46.53,53.12,17.48,34.87,0.02425,0.02846,0.01427,0.737,2822255,46.16,12.5,7003
Sinaloa,2022-11-01,2022,11,21.48,34.03,38.57,20.25,36.29,0.01767,0.03523,0.01729,0.961,3026943,52.77,12.0,7552
Sonora,2022-11-01,2022,11,15.22,5.11,20.2,10.2,21.98,0.02338,0.01875,0.00821,0.346,2944840,16.42,11.2,7773
Tabasco,2022-11-01,2022,11,25.11,35.46,57.81,17.05,33.23,0.02049,0.02768,0.01246,0.714,2402598,97.15,12.5,5044
Tamaulipas,2022-11-01,2022,11,20.3,20.33,43.15,16.44,32.01,0.02488,0.02803,0.01497,0.717,3527735,44.0,11.5,8294
Tlaxcala,2022-11-01,2022,11,10.95,9.92,45.68,23.74,46.24,0.02679,0.03794,0.02079,1.19,1342977,336.5,12.2,5019
Veracruz,2022-11-01,2022,11,20.95,56.15,62.85,13.73,28.62,0.0176,0.02508,0.01116,0.669,8062579,112.26,13.5,19092
Yucatán,2022-11-01,2022,11,22.41,41.34,58.82,12.02,24.44,0.01943,0.01714,0.0102,0.566,2320898,58.72,12.5,4650
Zacatecas,2022-11-01,2022,11,8.47,19.37,46.28,13.13,27.39,0.0264,0.02169,0.01128,0.697,1622138,21.55,12.8,5277
Aguascalientes,2022-12-01,2022,12,7.52,34.4,34.34,15.7,26.73,0.02151,0.02642,0.01402,0.7,1425607,253.76,11.5,4922
Baja California,2022-12-01,2022,12,16.62,31.55,34.61,21.25,35.74,0.01772,0.03684,0.01738,1.083,3769020,52.75,10.2,10735
Baja California Sur,2022-12-01,2022,12,17.74,1.65,44.66,14.41,21.23,0.02342,0.02142,0.01297,0.898,798447,10.8,9.8,1677
Campeche,2022-12-01,2022,12,22.13,37.76,36.88,14.96,19.52,0.02189,0.02558,0.01206,0.768,928363,16.03,12.0,2083
Chiapas,2022-12-01,2022,12,18.84,28.73,36.23,11.33,23.25,0.0213,0.01853,0.00993,0.471,5543828,75.64,14.5,14966
Chihuahua,2022-12-01,2022,12,6.57,5.74,15.01,14.91,35.76,0.02093,0.0274,0.01436,0.879,3741869,15.12,11.8,13356
Coahuila,2022-12-01,2022,12,9.21,26.08,20.25,17.99,28.91,0.01912,0.03176,0.0169,0.999,3146771,20.76,11.0,10393
Colima,2022-12-01,2022,12,22.4,21.18,34.83,19.54,32.81,0.01754,0.03311,0.01744,1.149,731391,130.03,12.5,1732
CDMX,2022-12-01,2022,12,6.38,31.87,40.37,30.81,53.84,0.01717,0.05845,0.02731,1.645,9209944,6160.5,14.2,42499
Durango,2022-12-01,2022,12,6.33,10.18,43.93,13.73,23.43,0.01821,0.02581,0.0122,0.643,1832650,14.86,12.0,6377
Guanajuato,2022-12-01,2022,12,8.78,41.84,36.04,21.22,39.22,0.02341,0.03904,0.01822,1.004,6166934,201.49,12.2,21799
Guerrero,2022-12-01,2022,12,22.78,37.75,37.74,11.49,22.6,0.01903,0.02036,0.0103,0.553,3540685,55.67,13.8,8224
Hidalgo,2022-12-01,2022,12,3.42,31.12,43.28,20.26,42.4,0.01981,0.0336,0.0171,1.004,3082841,148.12,13.0,12832
Jalisco,2022-12-01,2022,12,16.37,34.64,42.14,26.0,49.8,0.02398,0.0466,0.02151,1.235,8348151,106.23,12.4,27912
Edomex,2022-12-01,2022,12,5.61,36.25,41.3,33.51,54.52,0.01804,0.05845,0.03081,1.536,16992418,760.05,11.9,77995
Michoacán,2022-12-01,2022,12,15.37,6.1,35.78,22.14,41.63,0.01521,0.03882,0.01851,1.046,4748846,81.04,13.2,15317
Morelos,2022-12-01,2022,12,15.22,18.96,33.84,19.25,28.59,0.02229,0.03241,0.01693,0.933,1971520,404.08,13.5,6587
Nayarit,2022-12-01,2022,12,19.41,32.05,39.36,12.62,26.35,0.02403,0.02626,0.01087,0.592,1235456,44.42,12.8,2958
Nuevo León,2022-12-01,2022,12,14.73,22.99,41.79,32.62,52.13,0.01987,0.05375,0.02746,1.63,5784442,90.16,10.8,20076
Oaxaca,2022-12-01,2022,12,16.14,8.55,37.27,16.29,25.53,0.01687,0.02402,0.01413,0.761,4132148,44.07,14.8,12297
Puebla,2022-12-01,2022,12,9.21,20.33,36.02,25.09,50.71,0.01911,0.0452,0.02182,1.333,6583278,191.9,12.6,25476
Querétaro,2022-12-01,2022,12,8.52,39.35,31.05,19.34,34.32,0.0238,0.03481,0.01594,0.843,2368467,202.71,11.2,8434
Quintana Roo,2022-12-01,2022,12,20.97,12.59,54.36,12.71,16.02,0.02373,0.02096,0.01107,0.778,1857985,41.56,9.5,3989
San Luis Potosí,2022-12-01,2022,12,16.52,26.67,33.92,15.86,29.87,0.01832,0.02827,0.01466,0.79,2822255,46.16,12.5,7552
Sinaloa,2022-12-01,2022,12,,,40.67,,,0.02344,0.03159,0.01646,0.821,3026943,52.77,12.0,7499
Sonora,2022-12-01,2022,12,10.06,3.96,15.22,16.26,29.84,0.01926,0.03296,0.01378,0.829,2944840,16.42,11.2,9378
Tabasco,2022-12-01,2022,12,23.13,30.22,59.21,15.35,20.24,0.0191,0.0279,0.01252,0.75,2402598,97.15,12.5,5221
Tamaulipas,2022-12-01,2022,12,18.93,28.24,42.89,13.65,17.42,0.0219,0.02416,0.01357,0.811,3527735,44.0,11.5,8333
Tlaxcala,2022-12-01,2022,12,6.08,5.2,52.67,24.44,44.82,0.0228,0.04196,0.02169,1.106,1342977,336.5,12.2,5347
Veracruz,2022-12-01,2022,12,18.71,22.59,43.91,12.52,31.84,0.01787,0.0226,0.01221,0.637,8062579,112.26,13.5,20952
Yucatán,2022-12-01,2022,12,21.7,9.2,48.32,10.33,18.98,0.02267,0.01657,0.00914,0.536,2320898,58.72,12.5,5286
Zacatecas,2022-12-01,2022,12,1.95,33.79,37.3,17.34,26.52,0.02337,0.0291,0.01596,0.721,1622138,21.55,12.8,6104
Aguascalientes,2023-01-01,2023,1,4.97,21.1,34.83,27.66,55.09,0.02521,0.04666,0.02444,1.548,1425607,253.76,11.5,6217
Baja California,2023-01-01,2023,1,15.52,8.88,28.17,24.79,43.31,0.02612,0.04805,0.02245,1.574,3769020,52.75,10.2,11728
Baja California Sur,2023-01-01,2023,1,15.63,4.98,34.29,14.8,29.49,0.02593,0.02672,0.01237,0.756,798447,10.8,9.8,2133
Campeche,2023-01-01,2023,1,20.49,38.34,39.72,13.96,21.72,0.02375,0.02434,0.01146,0.744,928363,16.03,12.0,2107
Chiapas,2023-01-01,2023,1,18.79,28.73,40.52,20.01,34.21,0.01883,0.03423,0.01881,1.132,5543828,75.64,14.5,16307
Chihuahua,2023-01-01,2023,1,3.95,8.79,15.0,13.92,22.15,0.01766,0.02353,0.0137,0.692,3741869,15.12,11.8,13767
Coahuila,2023-01-01,2023,1,10.02,38.1,15.0,13.6,26.71,0.02568,0.02346,0.01174,0.852,3146771,20.76,11.0,9883
Colima,2023-01-01,2023,1,19.59,26.78,32.87,14.66,28.24,0.0198,0.02238,0.01207,0.841,731391,130.03,12.5,1989
CDMX,2023-01-01,2023,1,5.02,39.92,37.77,35.02,62.83,0.01917,0.0636,0.03262,1.811,9209944,6160.5,14.2,45516
Durango,2023-01-01,2023,1,6.55,5.69,38.68,17.54,40.63,0.02068,0.03132,0.01499,0.764,1832650,14.86,12.0,6727
Guanajuato,2023-01-01,2023,1,7.54,26.44,28.48,26.71,40.74,0.02601,0.05039,0.02342,1.384,6166934,201.49,12.2,23942
Guerrero,2023-01-01,2023,1,18.93,16.06,44.27,13.75,20.94,0.02697,0.02552,0.01292,0.755,3540685,55.67,13.8,9088
Hidalgo,2023-01-01,2023,1,4.61,25.93,39.68,23.94,42.25,0.02003,0.04095,0.02066,1.306,3082841,148.12,13.0,12469
Jalisco,2023-01-01,2023,1,12.91,19.12,35.32,25.77,51.6,0.02615,0.04897,0.02148,1.331,8348151,106.23,12.4,30241
Edomex,2023-01-01,2023,1,1.6,13.65,40.16,32.78,59.28,0.02154,0.05783,0.02737,1.733,16992418,760.05,11.9,85324
Michoacán,2023-01-01,2023,1,14.54,27.73,42.85,20.28,32.11,0.02632,0.0359,0.01857,1.243,4748846,81.04,13.2,15231
Morelos,2023-01-01,2023,1,14.88,23.22,34.05,21.59,38.54,0.02049,0.0352,0.01936,1.188,1971520,404.08,13.5,6469
Nayarit,2023-01-01,2023,1,18.78,41.11,29.15,19.0,38.35,0.02132,0.03253,0.017,1.073,1235456,44.42,12.8,3450
Nuevo León,2023-01-01,2023,1,15.77,21.44,27.86,31.28,58.56,0.0246,0.05505,0.02733,1.76,5784442,90.16,10.8,19438
Oaxaca,2023-01-01,2023,1,18.55,24.57,31.28,16.19,23.25,0.02246,0.02886,0.01473,0.845,4132148,44.07,14.8,11353
Puebla,2023-01-01,2023,1,4.64,8.67,32.0,23.5,42.11,0.02146,0.04137,0.021,1.04,6583278,191.9,12.6,27127
Querétaro,2023-01-01,2023,1,9.78,23.56,29.57,20.85,40.65,0.02078,0.03782,0.01981,1.046,2368467,202.71,11.2,8507
Quintana Roo,2023-01-01,2023,1,22.01,23.68,51.7,12.36,33.1,0.02483,0.01676,0.01126,0.623,1857985,41.56,9.5,3755
San Luis Potosí,2023-01-01,2023,1,12.98,11.92,39.88,18.99,33.99,0.02419,0.03178,0.0162,1.032,2822255,46.16,12.5,9110
Sinaloa,2023-01-01,2023,1,18.4,34.08,44.69,18.76,35.31,0.01906,0.03291,0.01729,0.965,3026943,52.77,12.0,8466
Sonora,2023-01-01,2023,1,8.69,5.64,15.0,21.42,40.96,0.02669,0.03721,0.01955,1.054,2944840,16.42,11.2,10461
Tabasco,2023-01-01,2023,1,19.7,18.3,52.46,12.9,26.9,0.02268,0.0218,0.01118,0.553,2402598,97.15,12.5,5621
Tamaulipas,2023-01-01,2023,1,17.13,18.17,38.47,20.64,40.95,0.02499,0.03959,0.01781,0.893,3527735,44.0,11.5,10423
Tlaxcala,2023-01-01,2023,1,2.28,8.8,31.38,25.98,48.23,0.01885,0.04679,0.0238,1.332,1342977,336.5,12.2,5968
Veracruz,2023-01-01,2023,1,16.55,17.44,49.19,16.01,24.93,0.02388,0.02817,0.0151,0.797,8062579,112.26,13.5,23867
Yucatán,2023-01-01,2023,1,19.49,27.37,44.74,16.49,24.13,0.01938,0.02769,0.01583,1.078,2320898,58.72,12.5,5567
Zacatecas,2023-01-01,2023,1,0.7,36.44,38.87,13.35,27.92,0.02676,0.02289,0.01374,0.706,1622138,21.55,12.8,6280
Aguascalientes,2023-02-01,2023,2,7.8,19.35,31.66,16.97,33.62,0.03072,0.02863,0.01284,0.915,1425607,253.76,11.5,5379
Baja California,2023-02-01,2023,2,13.9,15.23,29.95,17.96,37.15,0.02976,0.02941,0.01586,0.801,3769020,52.75,10.2,11316
Baja California Sur,2023-02-01,2023,2,17.73,5.82,25.53,10.98,22.73,0.03196,0.01674,0.00853,0.653,798447,10.8,9.8,1949
Campeche,2023-02-01,2023,2,22.97,43.35,34.27,15.01,30.05,0.02919,0.02498,0.01293,0.695,928363,16.03,12.0,2062
Chiapas,2023-02-01,2023,2,20.14,20.38,29.41,18.65,36.29,0.0267,0.03348,0.01655,0.822,5543828,75.64,14.5,14782
Chihuahua,2023-02-01,2023,2,6.01,9.07,15.0,17.14,22.29,0.02389,0.03024,0.01489,0.812,3741869,15.12,11.8,13087
Coahuila,2023-02-01,2023,2,8.08,34.65,20.09,16.71,28.02,0.02673,0.02893,0.01411,0.943,3146771,20.76,11.0,10625
Colima,2023-02-01,2023,2,19.97,31.98,44.74,9.82,21.74,0.02976,0.01925,0.01006,0.648,731391,130.03,12.5,1827
CDMX,2023-02-01,2023,2,6.97,9.49,36.17,32.17,61.89,0.02375,0.05328,0.0293,1.593,9209944,6160.5,14.2,43372
Durango,2023-02-01,2023,2,5.63,11.38,43.09,19.22,26.76,0.02907,0.03425,0.01674,1.013,1832650,14.86,12.0,6795
Guanajuato,2023-02-01,2023,2,8.16,24.03,35.62,31.13,59.37,0.02995,0.0541,0.02626,1.495,6166934,201.49,12.2,25498
Guerrero,2023-02-01,2023,2,24.19,12.09,46.71,17.59,36.25,0.02271,0.03275,0.01506,0.671,3540685,55.67,13.8,8495
Hidalgo,2023-02-01,2023,2,5.4,6.99,33.64,20.06,35.98,0.03031,0.03523,0.01736,0.823,3082841,148.12,13.0,12687
Jalisco,2023-02-01,2023,2,14.42,34.91,32.92,25.48,46.5,0.02289,0.04776,0.02242,1.341,8348151,106.23,12.4,28684
Edomex,2023-02-01,2023,2,4.89,22.01,39.23,30.88,45.8,0.02752,0.05193,0.02726,1.499,16992418,760.05,11.9,78084
Michoacán,2023-02-01,2023,2,14.18,20.38,40.8,20.43,35.37,0.02738,0.03381,0.01843,1.032,4748846,81.04,13.2,15504
Morelos,2023-02-01,2023,2,17.45,14.01,31.27,19.48,39.7,0.03238,0.03647,0.01727,0.961,1971520,404.08,13.5,5975
Nayarit,2023-02-01,2023,2,20.59,10.77,43.98,11.53,16.75,0.02863,0.01767,0.00896,0.539,1235456,44.42,12.8,2685
Nuevo León,2023-02-01,2023,2,14.48,12.25,32.0,32.5,63.71,0.02718,0.0571,0.0286,1.543,5784442,90.16,10.8,22373
Oaxaca,2023-02-01,2023,2,16.15,21.24,36.54,18.33,34.05,0.02468,0.03336,0.01529,0.847,4132148,44.07,14.8,12329
Puebla,2023-02-01,2023,2,5.43,37.96,29.73,20.16,44.86,0.02784,0.03499,0.01642,1.03,6583278,191.9,12.6,26246
Querétaro,2023-02-01,2023,2,9.32,20.07,37.58,15.63,31.03,0.02636,0.02762,0.01219,0.621,2368467,202.71,11.2,8037
Quintana Roo,2023-02-01,2023,2,21.02,23.35,48.29,12.27,25.33,0.02313,0.02084,0.01084,0.706,1857985,41.56,9.5,4275
San Luis Potosí,2023-02-01,2023,2,17.35,6.52,41.87,18.26,34.95,0.0259,0.03214,0.01657,0.847,2822255,46.16,12.5,8079
Sinaloa,2023-02-01,2023,2,18.49,10.01,38.73,19.0,29.99,0.02414,0.03325,0.01609,0.984,3026943,52.77,12.0,8164
Sonora,2023-02-01,2023,2,11.73,2.75,15.0,11.91,20.0,0.02702,0.02245,0.01112,0.679,2944840,16.42,11.2,8648
Tabasco,2023-02-01,2023,2,20.75,32.55,48.68,11.98,22.22,0.02858,0.02382,0.00972,0.627,2402598,97.15,12.5,6040
Tamaulipas,2023-02-01,2023,2,17.3,21.59,41.83,16.47,26.39,0.02809,0.02925,0.01486,0.929,3527735,44.0,11.5,9096
Tlaxcala,2023-02-01,2023,2,6.69,9.38,46.16,19.7,45.16,0.02269,0.03521,0.01715,1.021,1342977,336.5,12.2,5257
Veracruz,2023-02-01,2023,2,18.12,12.57,50.38,18.52,25.1,0.02843,0.03371,0.01743,1.013,8062579,112.26,13.5,22905
Yucatán,2023-02-01,2023,2,19.2,9.47,51.37,16.32,25.68,0.02293,0.02574,0.01468,0.855,2320898,58.72,12.5,5773
Zacatecas,2023-02-01,2023,2,2.98,26.13,43.49,15.17,25.39,0.02337,0.02703,0.01341,0.772,1622138,21.55,12.8,6270
Aguascalientes,2023-03-01,2023,3,15.13,22.96,57.81,22.55,38.04,0.03933,0.03933,0.01923,1.043,1425607,253.76,11.5,4787
